text,label
A a glass-walled office tower reflecting sunset hues surrounded by floating holograms.,0
A hyperrealistic portrait of a Bengal tiger in ultra-wide panoramic view.,0
"A Ancient Egyptian pyramid complex scene at dawn, painted in sepia tone.",1
A 1800s steamboat on the Mississippi scene in grainy black-and-white film style.,1
A sleek concept car speeding down a wet highway under soft studio lighting.,0
"A 1920s speakeasy scene at dawn, painted in sepia tone.",1
A 1950s American diner scene surrounded by candle smoke.,1
A drone’s eye view of a mountain lake at dawn under soft studio lighting.,0
"A 1600s Spanish galleon deck scene at dawn, painted in sepia tone.",1
A neon-lit cyberpunk alley against a backdrop of neon grids.,0
A Ancient Egyptian pyramid complex scene with flapper dancers and jazz musicians.,1
A 1920s Parisian café scene in grainy black-and-white film style.,1
A Renaissance Venetian gondola scene under candlelit chandeliers.,1
A Victorian botanical glasshouse scene with horse-drawn carriages in the background.,1
A minimalist Scandinavian living room interior against a backdrop of neon grids.,0
A minimalist Scandinavian living room interior with vibrant neon reflections.,0
A surreal floating island with luminous bioluminescent plants with vibrant neon reflections.,0
A 1600s Spanish galleon deck scene under candlelit chandeliers.,1
A photorealistic golden retriever playing in a yard under soft studio lighting.,0
A high-resolution satellite view of a desert canyon surrounded by floating holograms.,0
A hyperrealistic portrait of a Bengal tiger against a cloudy sky background.,0
A neon-lit cyberpunk alley surrounded by floating holograms.,0
A high-tech robotics laboratory with holographic displays with bioluminescent flora glowing around.,0
A Ancient Egyptian pyramid complex scene with horse-drawn carriages in the background.,1
A contemporary art gallery under LED spotlights against a cloudy sky background.,0
A minimalistic black-and-white geometric wallpaper design on a rainy night with reflections on pavement.,0
A macro shot of a droplet on a green leaf in a rainforest against a backdrop of neon grids.,0
A 17th-century Mughal court scene under candlelit chandeliers.,1
A Roman Colosseum arena scene in grainy black-and-white film style.,1
A drone’s eye view of a mountain lake at dawn with bokeh city lights in the distance.,0
A sleek drone flying over neon skyscrapers against a cloudy sky background.,0
A macro shot of a droplet on a green leaf in a rainforest under dynamic stormy clouds.,0
A Ancient Egyptian pyramid complex scene surrounded by candle smoke.,1
A sleek drone flying over neon skyscrapers surrounded by floating holograms.,0
A surreal floating island with luminous bioluminescent plants in ultra-wide panoramic view.,0
A 1920s speakeasy scene in grainy black-and-white film style.,1
A contemporary art gallery under LED spotlights under dynamic stormy clouds.,0
A World War II telegram office scene with togas and marble columns.,1
A contemporary art gallery under LED spotlights surrounded by floating holograms.,0
A cyberpunk netrunner hacking a neon interface against a backdrop of neon grids.,0
A futuristic city skyline against a cloudy sky background.,0
A contemporary art gallery under LED spotlights on a rainy night with reflections on pavement.,0
A Victorian botanical glasshouse scene with horse-drawn carriages in the background.,1
A modern open-plan kitchen with stainless steel appliances with bokeh city lights in the distance.,0
"A 1950s American diner scene at dawn, painted in sepia tone.",1
A high-resolution satellite view of a desert canyon against a cloudy sky background.,0
A 1920s Parisian café scene under candlelit chandeliers.,1
A hyperrealistic portrait of a Bengal tiger with vibrant neon reflections.,0
A modern music festival stage with LED lasers with vibrant neon reflections.,0
A Victorian London street scene with flapper dancers and jazz musicians.,1
A minimalistic black-and-white geometric wallpaper design against a backdrop of neon grids.,0
A 1930s New York City skyline scene with togas and marble columns.,1
A 18th-century French salon scene surrounded by candle smoke.,1
A photorealistic coral reef teeming with fish surrounded by floating holograms.,0
A 1920s Prohibition-era rumrunner’s boat scene surrounded by candle smoke.,1
A 1920s Parisian café scene with flapper dancers and jazz musicians.,1
A Wild West saloon scene in grainy black-and-white film style.,1
A modern open-plan kitchen with stainless steel appliances surrounded by floating holograms.,0
A photorealistic golden retriever playing in a yard on a rainy night with reflections on pavement.,0
A 1600s Spanish galleon deck scene clad in powdered wigs and silk robes.,1
A contemporary art gallery under LED spotlights with bokeh city lights in the distance.,0
A 1920s Parisian café scene with horse-drawn carriages in the background.,1
A hyperrealistic portrait of a Bengal tiger on a rainy night with reflections on pavement.,0
A 1800s steamboat on the Mississippi scene with togas and marble columns.,1
A 1960s NASA control room scene with analog monitors and engineers in retro gear.,1
A hyperrealistic portrait of a Bengal tiger with bokeh city lights in the distance.,0
A 1950s American diner scene with flapper dancers and jazz musicians.,1
A Medieval monastery scriptorium scene in grainy black-and-white film style.,1
A hyperrealistic portrait of a Bengal tiger under soft studio lighting.,0
A 1950s drive-in movie theater scene with togas and marble columns.,1
A 17th-century Mughal court scene clad in powdered wigs and silk robes.,1
A futuristic humanoid robot serving coffee in a café in ultra-wide panoramic view.,0
A Byzantine mosaic chapel scene with flapper dancers and jazz musicians.,1
A aerial shot of a windswept beach at sunset under dynamic stormy clouds.,0
A futuristic humanoid robot serving coffee in a café with vibrant neon reflections.,0
A photorealistic render of a Shiba Inu puppy with VR headset on a rainy night with reflections on pavement.,0
A Ancient Greek amphitheater scene surrounded by candle smoke.,1
A Victorian botanical glasshouse scene surrounded by candle smoke.,1
A close-up of a hummingbird feeding on a flower under soft studio lighting.,0
A modern open-plan kitchen with stainless steel appliances with bokeh city lights in the distance.,0
A modern music festival stage with LED lasers with vibrant neon reflections.,0
A Victorian botanical glasshouse scene beside a roaring forge fire.,1
A Byzantine mosaic chapel scene clad in powdered wigs and silk robes.,1
A surreal floating island with luminous bioluminescent plants in ultra-wide panoramic view.,0
A contemporary art gallery under LED spotlights surrounded by floating holograms.,0
A 14th-century medieval village scene beside a roaring forge fire.,1
A neon-lit cyberpunk alley under soft studio lighting.,0
A minimalistic black-and-white geometric wallpaper design in ultra-wide panoramic view.,0
A surreal floating island with luminous bioluminescent plants against a cloudy sky background.,0
A modern music festival stage with LED lasers with vibrant neon reflections.,0
A Byzantine mosaic chapel scene surrounded by candle smoke.,1
A high-resolution satellite view of a desert canyon surrounded by floating holograms.,0
A neon-lit cyberpunk alley with vibrant neon reflections.,0
"A Renaissance Florence workshop scene at dawn, painted in sepia tone.",1
A 1600s Spanish galleon deck scene beside a roaring forge fire.,1
A digital painting of a starship entering warp speed against a cloudy sky background.,0
"A 1950s American diner scene at dawn, painted in sepia tone.",1
A a modern rooftop garden at twilight with city lights with bioluminescent flora glowing around.,0
A photorealistic golden retriever playing in a yard in ultra-wide panoramic view.,0
A sleek concept car speeding down a wet highway with bokeh city lights in the distance.,0
A 1960s NASA control room scene clad in powdered wigs and silk robes.,1
"A 18th-century French salon scene at dawn, painted in sepia tone.",1
A Victorian botanical glasshouse scene clad in powdered wigs and silk robes.,1
A 1930s New York City skyline scene with flapper dancers and jazz musicians.,1
A 18th-century French salon scene surrounded by candle smoke.,1
A Byzantine mosaic chapel scene beside a roaring forge fire.,1
A Roman Colosseum arena scene with flapper dancers and jazz musicians.,1
A 1950s drive-in movie theater scene with analog monitors and engineers in retro gear.,1
A 1600s Spanish galleon deck scene with flapper dancers and jazz musicians.,1
A Medieval monastery scriptorium scene clad in powdered wigs and silk robes.,1
A digital painting of a starship entering warp speed with bioluminescent flora glowing around.,0
"A Ancient Greek amphitheater scene at dawn, painted in sepia tone.",1
"A 1920s Prohibition-era rumrunner’s boat scene at dawn, painted in sepia tone.",1
A close-up of a hummingbird feeding on a flower with bioluminescent flora glowing around.,0
A Roman Colosseum arena scene beside a roaring forge fire.,1
A Ancient Greek amphitheater scene with horse-drawn carriages in the background.,1
A Ancient Egyptian pyramid complex scene with analog monitors and engineers in retro gear.,1
A 1800s steamboat on the Mississippi scene under candlelit chandeliers.,1
A Victorian botanical glasshouse scene under candlelit chandeliers.,1
A 1920s Parisian café scene under candlelit chandeliers.,1
A World War II telegram office scene surrounded by candle smoke.,1
A 17th-century Mughal court scene with flapper dancers and jazz musicians.,1
A Ancient Egyptian pyramid complex scene in grainy black-and-white film style.,1
A Renaissance Florence workshop scene with analog monitors and engineers in retro gear.,1
A 1920s speakeasy scene beside a roaring forge fire.,1
A futuristic humanoid robot serving coffee in a café under dynamic stormy clouds.,0
A minimalistic black-and-white geometric wallpaper design with bokeh city lights in the distance.,0
A a glass-walled office tower reflecting sunset hues under soft studio lighting.,0
A contemporary art gallery under LED spotlights in ultra-wide panoramic view.,0
A modern music festival stage with LED lasers under dynamic stormy clouds.,0
A close-up of a hummingbird feeding on a flower against a backdrop of neon grids.,0
A 1930s New York City skyline scene with togas and marble columns.,1
A macro shot of a droplet on a green leaf in a rainforest with vibrant neon reflections.,0
"A 14th-century medieval village scene at dawn, painted in sepia tone.",1
A digital painting of a starship entering warp speed in ultra-wide panoramic view.,0
A sleek concept car speeding down a wet highway with bioluminescent flora glowing around.,0
A 1800s steamboat on the Mississippi scene surrounded by candle smoke.,1
A photorealistic golden retriever playing in a yard with bokeh city lights in the distance.,0
A sleek concept car speeding down a wet highway under dynamic stormy clouds.,0
A Medieval monastery scriptorium scene under candlelit chandeliers.,1
A photorealistic golden retriever playing in a yard under soft studio lighting.,0
A 1930s New York City skyline scene with flapper dancers and jazz musicians.,1
A Medieval monastery scriptorium scene with togas and marble columns.,1
A Roman Colosseum arena scene with flapper dancers and jazz musicians.,1
A high-tech robotics laboratory with holographic displays with bioluminescent flora glowing around.,0
A digital painting of a starship entering warp speed with vibrant neon reflections.,0
A 18th-century French salon scene clad in powdered wigs and silk robes.,1
A 1960s NASA control room scene in grainy black-and-white film style.,1
A 1920s speakeasy scene with flapper dancers and jazz musicians.,1
A 18th-century French salon scene clad in powdered wigs and silk robes.,1
A 1920s Parisian café scene clad in powdered wigs and silk robes.,1
A digital painting of a starship entering warp speed against a cloudy sky background.,0
"A Wild West saloon scene at dawn, painted in sepia tone.",1
A 1950s drive-in movie theater scene beside a roaring forge fire.,1
A surreal floating island with luminous bioluminescent plants on a rainy night with reflections on pavement.,0
"A Medieval monastery scriptorium scene at dawn, painted in sepia tone.",1
A aerial shot of a windswept beach at sunset in ultra-wide panoramic view.,0
A minimalist Scandinavian living room interior in ultra-wide panoramic view.,0
A surreal floating island with luminous bioluminescent plants with vibrant neon reflections.,0
"A Renaissance Venetian gondola scene at dawn, painted in sepia tone.",1
A Ancient Greek amphitheater scene beside a roaring forge fire.,1
A Ancient Greek amphitheater scene in grainy black-and-white film style.,1
A minimalistic black-and-white geometric wallpaper design under soft studio lighting.,0
A 1930s New York City skyline scene in grainy black-and-white film style.,1
A 1950s drive-in movie theater scene surrounded by candle smoke.,1
A macro shot of a droplet on a green leaf in a rainforest with bokeh city lights in the distance.,0
A surreal floating island with luminous bioluminescent plants with vibrant neon reflections.,0
A modern music festival stage with LED lasers against a cloudy sky background.,0
A Ancient Roman forum scene clad in powdered wigs and silk robes.,1
A neon-lit cyberpunk alley against a backdrop of neon grids.,0
A Byzantine mosaic chapel scene in grainy black-and-white film style.,1
A modern open-plan kitchen with stainless steel appliances surrounded by floating holograms.,0
A 1920s Parisian café scene with togas and marble columns.,1
A 1930s New York City skyline scene surrounded by candle smoke.,1
A aerial shot of a windswept beach at sunset against a cloudy sky background.,0
A Victorian London street scene surrounded by candle smoke.,1
A Renaissance Venetian gondola scene clad in powdered wigs and silk robes.,1
A 1600s Spanish galleon deck scene under candlelit chandeliers.,1
A surreal floating island with luminous bioluminescent plants on a rainy night with reflections on pavement.,0
A 1920s Prohibition-era rumrunner’s boat scene with horse-drawn carriages in the background.,1
A 1930s New York City skyline scene with flapper dancers and jazz musicians.,1
A photorealistic render of a Shiba Inu puppy with VR headset surrounded by floating holograms.,0
A modern music festival stage with LED lasers on a rainy night with reflections on pavement.,0
A photorealistic render of a Shiba Inu puppy with VR headset with bioluminescent flora glowing around.,0
A Victorian botanical glasshouse scene with analog monitors and engineers in retro gear.,1
"A 1920s Parisian café scene at dawn, painted in sepia tone.",1
A Ancient Egyptian pyramid complex scene clad in powdered wigs and silk robes.,1
A Medieval jousting tournament scene under candlelit chandeliers.,1
"A 1960s NASA control room scene at dawn, painted in sepia tone.",1
A drone’s eye view of a mountain lake at dawn under soft studio lighting.,0
A 14th-century medieval village scene with analog monitors and engineers in retro gear.,1
A 1960s NASA control room scene with horse-drawn carriages in the background.,1
A photorealistic render of a Shiba Inu puppy with VR headset on a rainy night with reflections on pavement.,0
A Medieval jousting tournament scene with togas and marble columns.,1
"A 1950s drive-in movie theater scene at dawn, painted in sepia tone.",1
A Medieval monastery scriptorium scene with analog monitors and engineers in retro gear.,1
A Ancient Greek amphitheater scene with horse-drawn carriages in the background.,1
A Ancient Greek amphitheater scene beside a roaring forge fire.,1
A 1950s drive-in movie theater scene with togas and marble columns.,1
A Wild West saloon scene clad in powdered wigs and silk robes.,1
A 18th-century French salon scene with flapper dancers and jazz musicians.,1
A futuristic city skyline with bioluminescent flora glowing around.,0
A a modern rooftop garden at twilight with city lights on a rainy night with reflections on pavement.,0
A Ancient Roman forum scene under candlelit chandeliers.,1
A 1950s American diner scene in grainy black-and-white film style.,1
A 17th-century Mughal court scene under candlelit chandeliers.,1
A modern open-plan kitchen with stainless steel appliances against a backdrop of neon grids.,0
A 1920s Parisian café scene under candlelit chandeliers.,1
A photorealistic render of a Shiba Inu puppy with VR headset against a cloudy sky background.,0
A photorealistic render of a Shiba Inu puppy with VR headset surrounded by floating holograms.,0
A 1920s Parisian café scene with horse-drawn carriages in the background.,1
A Victorian London street scene with flapper dancers and jazz musicians.,1
A hyperrealistic portrait of a Bengal tiger under dynamic stormy clouds.,0
A cyberpunk netrunner hacking a neon interface under soft studio lighting.,0
A photorealistic coral reef teeming with fish in ultra-wide panoramic view.,0
A macro shot of a droplet on a green leaf in a rainforest with bokeh city lights in the distance.,0
A minimalist Scandinavian living room interior under dynamic stormy clouds.,0
A sleek concept car speeding down a wet highway under soft studio lighting.,0
A 18th-century French salon scene clad in powdered wigs and silk robes.,1
A Victorian botanical glasshouse scene clad in powdered wigs and silk robes.,1
A a glass-walled office tower reflecting sunset hues with vibrant neon reflections.,0
A 18th-century French salon scene with togas and marble columns.,1
A aerial shot of a windswept beach at sunset surrounded by floating holograms.,0
A contemporary art gallery under LED spotlights in ultra-wide panoramic view.,0
A high-tech robotics laboratory with holographic displays on a rainy night with reflections on pavement.,0
A Renaissance Venetian gondola scene surrounded by candle smoke.,1
A photorealistic coral reef teeming with fish under dynamic stormy clouds.,0
A 1930s New York City skyline scene in grainy black-and-white film style.,1
A futuristic city skyline with bioluminescent flora glowing around.,0
A drone’s eye view of a mountain lake at dawn with bioluminescent flora glowing around.,0
A futuristic city skyline with bioluminescent flora glowing around.,0
A a modern rooftop garden at twilight with city lights under dynamic stormy clouds.,0
A neon-lit cyberpunk alley under dynamic stormy clouds.,0
A sleek drone flying over neon skyscrapers against a cloudy sky background.,0
A Renaissance Florence workshop scene clad in powdered wigs and silk robes.,1
A Byzantine mosaic chapel scene in grainy black-and-white film style.,1
A 1930s New York City skyline scene under candlelit chandeliers.,1
A World War II telegram office scene with flapper dancers and jazz musicians.,1
A futuristic humanoid robot serving coffee in a café under soft studio lighting.,0
A 1920s Prohibition-era rumrunner’s boat scene surrounded by candle smoke.,1
A 1920s Parisian café scene beside a roaring forge fire.,1
A 1960s NASA control room scene beside a roaring forge fire.,1
A Renaissance Florence workshop scene beside a roaring forge fire.,1
A photorealistic coral reef teeming with fish with vibrant neon reflections.,0
A 1920s speakeasy scene clad in powdered wigs and silk robes.,1
A modern music festival stage with LED lasers against a backdrop of neon grids.,0
A futuristic city skyline under dynamic stormy clouds.,0
"A Victorian London street scene at dawn, painted in sepia tone.",1
A photorealistic golden retriever playing in a yard on a rainy night with reflections on pavement.,0
A hyperrealistic portrait of a Bengal tiger on a rainy night with reflections on pavement.,0
A 1600s Spanish galleon deck scene with flapper dancers and jazz musicians.,1
A 1800s steamboat on the Mississippi scene in grainy black-and-white film style.,1
